num_lines,avg_line_length,ratio_space,api_density,count_string_literals,file_length,count_semicolon,ratio_special,count_square,count_double_quote,count_paren,max_line_length,ratio_alpha,entropy_strings,count_bracket,ratio_digit,ratio_uppercase,entropy_full,count_function_expr,unique_chars,count_var,api_eval,count_pipe,obfusc_score,count_plus,hex_encoded_chars,count_ternary,count_this,count_percent,count_for,max_nesting_depth,count_if,count_single_quote,count_function_decl,count_regex,count_bracket_access,count_very_long_lines,api_src_assign,count_urls,count_prototype,label,filename,split
316.0,90.01582278481013,0.1085252241167164,0.9492002109333804,143.0,28445.0,187.0,0.0856741079275795,148.0,298.0,380.0,7106.0,0.6952364211636491,0.1841174269282668,86.0,0.1105642467920548,0.2848303744067498,5.826789804905682,9.0,94.0,71.0,2.0,11.0,114.0,102.0,5.0,4.0,4.0,10.0,7.0,3.0,23.0,10.0,9.0,16.0,4.0,5.0,0.0,0.0,1.0,1,malicious/20161107_c38612b17a213964380def94af4b22cf.js,train
1.0,24553.0,0.0999877815338247,0.2850975440882988,543.0,24553.0,690.0,0.2603755141937848,40.0,880.0,1326.0,24553.0,0.4221072781330183,0.7008160705838795,1002.0,0.2175294261393719,0.0583635400969331,5.524890267222385,0.0,86.0,416.0,0.0,1.0,178.0,16.0,483.0,0.0,0.0,0.0,3.0,7.0,293.0,206.0,47.0,0.0,0.0,1.0,0.0,0.0,0.0,1,malicious/20160506_2da2365ec531b7eb62e503a4b17776c5.js,train
95.0,50.463157894736845,0.1816854401335002,0.0,82.0,4794.0,71.0,0.1733416770963704,44.0,164.0,164.0,732.0,0.6101376720901126,-0.0,4.0,0.0348352106800166,0.0550688360450563,5.266679949985425,0.0,84.0,10.0,0.0,9.0,2.0,79.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,malicious/20160308_214d1bdc84cc3d19a28945b946b35e80.js,train
11.0,8246.363636363636,0.0219931650314188,5.622312865174733,462.0,90710.0,1784.0,0.3392128761988755,3072.0,1621.0,7080.0,60702.0,0.5715246389593209,0.0717591389303426,2022.0,0.0672693198103847,0.0384632344835189,5.567020583878919,468.0,95.0,602.0,2.0,509.0,43.0,389.0,7.0,401.0,269.0,6.0,97.0,7.0,268.0,19.0,145.0,73.0,12.0,3.0,2.0,10.0,100.0,0,benign/fa6444e7191681437978fc946d45873d.js,train
15.0,6205.133333333333,0.0031264436971539,0.0107437927737249,17212.0,93077.0,9.0,0.5556152432931873,6.0,4.0,10.0,91693.0,0.440151702353965,0.0016864673882698,4.0,0.0011066106556936,0.2547997894216616,3.804110282074716,0.0,80.0,4.0,1.0,0.0,9.0,4.0,40.0,0.0,0.0,0.0,1.0,1.0,0.0,34420.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1,malicious/20160907_9ecd0e8990d5727cc9fe67b4f95ba8b5.js,train
6.0,494.1666666666667,0.0276559865092748,9.106239460370997,51.0,2965.0,48.0,0.3807757166947723,71.0,102.0,227.0,609.0,0.5625632377740304,-0.0,18.0,0.0290050590219224,0.0118043844856661,5.466328984113744,0.0,82.0,10.0,0.0,46.0,10.0,36.0,0.0,45.0,0.0,2.0,2.0,3.0,4.0,0.0,3.0,31.0,0.0,4.0,1.0,1.0,0.0,0,benign/1621567303.7251897.js,train
12.0,39.16666666666666,0.1829787234042553,4.25531914893617,9.0,470.0,10.0,0.2553191489361702,0.0,18.0,50.0,70.0,0.5617021276595745,-0.0,4.0,0.0,0.0127659574468085,4.624985178910849,2.0,41.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,benign/66731b404cfce3da332724fedbc467e1.js,train
139.0,92.35971223021583,0.0274186010281975,0.2336812587630471,79.0,12838.0,354.0,0.1409876927870385,596.0,158.0,152.0,290.0,0.6627200498520018,0.2890794597316464,44.0,0.1688736563327621,0.1124785792179467,5.056565870475612,1.0,87.0,41.0,1.0,2.0,11.0,31.0,0.0,0.0,2.0,7.0,5.0,3.0,4.0,8.0,6.0,2.0,30.0,0.0,0.0,0.0,1.0,1,malicious/20161122_60ae1e506775706208b84ba756a6f408.js,train
11.0,8246.272727272728,0.0219934074898852,5.622374847038332,462.0,90709.0,1784.0,0.3392166157713127,3072.0,1621.0,7080.0,60701.0,0.5715309395980553,0.0717591389303426,2022.0,0.0672590371407467,0.0384636585123857,5.566988371731214,468.0,95.0,602.0,2.0,509.0,43.0,389.0,7.0,401.0,269.0,6.0,97.0,7.0,268.0,19.0,145.0,73.0,12.0,3.0,2.0,10.0,100.0,0,benign/5d68e359551bcac95535e438ea187e19.js,train
12.0,1300.0,0.0041025641025641,0.1923076923076923,1183.0,15600.0,1204.0,0.4693589743589743,2402.0,2364.0,74.0,8315.0,0.1812179487179487,0.0098481145106731,24.0,0.3453205128205128,0.1012179487179487,4.57440278519366,0.0,84.0,5.0,1.0,0.0,20.0,18.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,2.0,6.0,5.0,0.0,3.0,0.0,0.0,0.0,1,malicious/20151210_e1be5cf84d1a5a70752d8d45d6ebc6bc.js,train
1.0,130.0,0.0076923076923076,0.0,2.0,130.0,1.0,0.1846153846153846,0.0,0.0,6.0,130.0,0.7692307692307693,-0.0,0.0,0.0384615384615384,0.1538461538461538,4.727478410669749,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,benign/7a39fd2ebebcb51e19966cd61ec0ce85.js,train
1.0,141.0,0.0496453900709219,7.092198581560283,2.0,141.0,2.0,0.2127659574468085,0.0,4.0,8.0,141.0,0.5815602836879432,-0.0,2.0,0.1560283687943262,0.0141843971631205,4.957601467258448,1.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,benign/7f558baadcf1dcf2cdb133a49323a013.js,train
4876.0,218.2194421657096,0.0095522904257178,0.0056388963552053,146.0,1064038.0,74.0,0.0008975243365368,68.0,280.0,132.0,221.0,0.9894204906215756,0.2472944398620567,26.0,0.0001296946161697,0.0003890838485091,0.1699783685659756,0.0,85.0,12.0,0.0,2.0,14364.0,99.0,1.0,0.0,1.0,6.0,1.0,6.0,6.0,12.0,5.0,31.0,15.0,0.0,0.0,0.0,0.0,1,malicious/20160510_3ec58a44711182873b0711016b20902e.js,train
65.0,23.861538461538466,0.1121856866537717,0.0,41.0,1551.0,45.0,0.230174081237911,34.0,76.0,60.0,158.0,0.5802707930367504,0.3776463213737002,18.0,0.0773694390715667,0.1476466795615731,5.763877242619692,0.0,85.0,24.0,0.0,0.0,0.0,17.0,0.0,0.0,1.0,6.0,2.0,2.0,1.0,6.0,1.0,2.0,12.0,0.0,0.0,0.0,0.0,1,malicious/20161111_a44b1a46d03936e70dfc08a11c9d2306.js,train
2.0,10053.0,0.0135283000099472,0.3481547796677608,159.0,20106.0,212.0,0.2373420869392221,58.0,886.0,176.0,20105.0,0.5695812195364568,0.6121961274908337,210.0,0.1795483935143738,0.0855466030040783,5.848976358915906,6.0,175.0,5.0,0.0,6.0,29.0,52.0,0.0,5.0,1.0,35.0,2.0,4.0,1.0,48.0,2.0,48.0,0.0,1.0,0.0,5.0,0.0,0,benign/1201.js,train
15.0,4228.2,0.004966652476231,0.0157671507181937,186.0,63423.0,9.0,0.2854169623007426,190.0,368.0,6.0,61535.0,0.7038613752108857,0.0857426825355025,4.0,0.0057550100121407,0.4294183498100058,4.599731961601127,0.0,85.0,4.0,1.0,0.0,9.0,3.0,81.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1,malicious/20160915_70bc61086d9407d2ecdb42e0b20ecc16.js,train
770.0,30.89090909090909,0.2507357268981754,1.8498276296981413,196.0,23786.0,395.0,0.1903640797107542,250.0,33.0,976.0,304.0,0.552299672076011,0.2460225782203316,450.0,0.0066005213150592,0.0300596989825948,5.306586385768712,37.0,256.0,82.0,2.0,55.0,10.0,109.0,0.0,26.0,25.0,0.0,14.0,11.0,132.0,466.0,0.0,45.0,4.0,0.0,0.0,1.0,0.0,0,benign/1a80a1096245973dc532b4d25462f4d2.js,train
24.0,1369.6666666666667,0.0078486249695789,0.7605256753467997,26.0,32872.0,376.0,0.8400462399610611,564.0,176.0,246.0,11525.0,0.0854222438549525,0.3912435636292556,38.0,0.0666828912144074,0.0255232416646386,1.9651547934306808,0.0,89.0,5.0,22.0,2.0,124.0,27.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,8.0,0.0,4.0,2.0,7.0,0.0,0.0,0.0,1,malicious/20161208_e1eac4fff3eb74b4e38888d28c219f6c.js,train
129.0,114.3875968992248,0.0228381675250745,0.2033071293033342,66.0,14756.0,350.0,0.1193412849010571,586.0,138.0,142.0,340.0,0.7088641908376254,0.1132743034970967,40.0,0.1489563567362428,0.1576307942531851,5.241235662578153,1.0,89.0,38.0,1.0,2.0,48.0,27.0,31.0,0.0,6.0,1.0,5.0,3.0,4.0,2.0,6.0,2.0,26.0,0.0,0.0,0.0,1.0,1,malicious/20161123_a52986c295ce59721dc82190b02cfa36.js,train
16.0,6887.9375,0.0172584318600451,0.0181476675710254,13759.0,110207.0,665.0,0.9027829448220168,654.0,420.0,458.0,110051.0,0.0619016940847677,0.0038347476735323,176.0,0.0180569292331703,0.0262596749752738,2.947063735243162,0.0,91.0,2.0,2.0,7.0,12.0,171.0,0.0,0.0,0.0,5.0,0.0,4.0,1.0,27510.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1,malicious/20160627_7f8b4efc33eb05c8148e92e31f45ad70.js,train
131.0,95.04580152671755,0.0276283029475544,0.2409445024496024,59.0,12451.0,350.0,0.1427997751184643,578.0,124.0,156.0,296.0,0.6513533049554253,0.1239498677110075,40.0,0.1782186169785559,0.1310738093325837,5.206537409493642,1.0,89.0,38.0,1.0,2.0,11.0,18.0,41.0,0.0,1.0,1.0,5.0,3.0,4.0,2.0,6.0,2.0,22.0,0.0,0.0,0.0,1.0,1,malicious/20161124_0b47e82738c0992545f736007e6cdf39.js,train
2.0,456.0,0.0120614035087719,6.578947368421052,11.0,912.0,18.0,0.2807017543859649,12.0,20.0,38.0,515.0,0.6644736842105263,0.4394969869215134,20.0,0.0427631578947368,0.0734649122807017,5.611587987187154,4.0,81.0,6.0,0.0,6.0,5.0,12.0,0.0,3.0,1.0,0.0,1.0,4.0,3.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,benign/8e660da93f7db51c4f906394ffb894d7.js,train
1.0,583.0,0.0,1.7152658662092624,15.0,583.0,1.0,0.2555746140651801,14.0,30.0,6.0,583.0,0.6192109777015438,-0.0,6.0,0.1252144082332761,0.078902229845626,5.3431113674960775,1.0,61.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,0,benign/52e7bbaaf95f0f4a8cb49e852639f210.js,train
1.0,10593.0,0.0,0.0,1.0,10593.0,1.0,0.2388369678089304,0.0,524.0,2.0,10593.0,0.7580477673935618,-0.0,2.0,0.0031152647975077,0.0008496176720475,4.450570014186874,0.0,54.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,262.0,0.0,1.0,0.0,0.0,0.0,0,benign/3b041556de4aaeb6bad3dccc2a6272aa.js,train
96.0,46.083333333333336,0.1399186256781193,2.486437613019892,79.0,4424.0,66.0,0.2165461121157323,28.0,158.0,242.0,1004.0,0.5549276672694394,-0.0,12.0,0.0886075949367088,0.0522151898734177,5.389054610080513,0.0,81.0,5.0,6.0,12.0,32.0,69.0,0.0,0.0,1.0,101.0,0.0,1.0,0.0,0.0,5.0,5.0,4.0,1.0,0.0,0.0,1.0,1,malicious/20160311_bda4d051f4c65e3495b6e8284244b124.js,train
1.0,10119.0,0.1642454788022531,0.0,452.0,10119.0,408.0,0.305366142899496,86.0,904.0,528.0,10119.0,0.457357446387983,-0.0,208.0,0.0730309319102678,0.0967486905820733,5.260648194057768,0.0,88.0,179.0,0.0,2.0,4.0,298.0,131.0,11.0,3.0,2.0,1.0,5.0,4.0,0.0,96.0,1.0,19.0,1.0,0.0,0.0,0.0,1,malicious/20160323_2478f484442f967477155907de109f84.js,train
92.0,44.27173913043478,0.1392094279400933,2.7007120058924623,75.0,4073.0,59.0,0.2197397495703412,28.0,150.0,236.0,867.0,0.5509452492020623,-0.0,12.0,0.090105573287503,0.0486128161060643,5.341017017407116,0.0,80.0,9.0,6.0,11.0,32.0,67.0,0.0,0.0,1.0,108.0,0.0,1.0,0.0,0.0,5.0,4.0,8.0,1.0,0.0,0.0,1.0,1,malicious/20160311_9ae51a4716b883385adf4fbf385281fd.js,train
1.0,11133.0,0.0929668552950687,0.8084074373484236,176.0,11133.0,182.0,0.2921045540285637,60.0,352.0,660.0,11133.0,0.5789095481900656,-0.0,296.0,0.0360190424863019,0.0375460343124045,5.329724258091772,9.0,92.0,36.0,0.0,38.0,2.0,16.0,0.0,15.0,1.0,33.0,5.0,8.0,7.0,8.0,7.0,2.0,0.0,1.0,0.0,0.0,2.0,0,benign/7ee8aebe58b3bf7a0246a6555ed4cee4.js,train
6.0,892.3333333333334,0.0265222263728053,5.042958535674262,71.0,5354.0,99.0,0.2966006723944714,42.0,132.0,372.0,1672.0,0.615801270078446,0.3674984948272914,124.0,0.0610758311542771,0.0509899140829286,5.60094309629906,23.0,88.0,32.0,0.0,60.0,14.0,13.0,85.0,28.0,5.0,0.0,2.0,6.0,16.0,10.0,13.0,7.0,0.0,3.0,1.0,0.0,1.0,0,benign/e715d5a344fab948cb0039d1b6a13bb4.js,train
15.0,6311.466666666666,0.0040349839445665,0.0105627851952002,17267.0,94672.0,9.0,0.5509126246408653,8.0,6.0,192.0,92823.0,0.4433517829981409,0.0024208033298902,4.0,0.0017006084164272,0.2606261619063714,3.8172044033055608,0.0,80.0,4.0,1.0,0.0,9.0,5.0,40.0,0.0,0.0,0.0,1.0,1.0,0.0,34528.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1,malicious/20160907_08e4d26583b1eba783040a07c219d957.js,train
130.0,116.8846153846154,0.0220467258966765,0.1974333662388943,77.0,15195.0,351.0,0.1237907206317867,604.0,154.0,156.0,350.0,0.7085883514313919,0.2946152056528071,40.0,0.1455742020401448,0.1925633432050016,5.373780300621818,1.0,88.0,38.0,1.0,2.0,48.0,29.0,31.0,0.0,7.0,1.0,5.0,3.0,4.0,8.0,6.0,2.0,34.0,0.0,0.0,0.0,1.0,1,malicious/20161122_bcdebf4d64b15d7a8866a3c7160c6322.js,train
16.0,7011.6875,0.0172747288010197,0.0178273775036323,14006.0,112187.0,679.0,0.9026892598964228,654.0,438.0,456.0,112029.0,0.0621194969114068,0.0037744527723584,178.0,0.0179165143911504,0.0263042955066095,2.948327920511124,0.0,91.0,2.0,2.0,7.0,12.0,175.0,0.0,0.0,0.0,5.0,0.0,4.0,1.0,28004.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1,malicious/20160627_a8b534d6903768c4273a1c3886f211e3.js,train
5834.0,19.2639698320192,0.1303276208780453,0.0444895271653052,11647.0,112386.0,694.0,0.6186001815172708,654.0,930.0,428.0,37.0,0.2323243108572242,0.0063698969597302,166.0,0.0187478867474596,0.0275123235990247,3.982018335627113,0.0,91.0,1.0,1.0,7.0,5.0,413.0,5821.0,0.0,0.0,5.0,0.0,5.0,1.0,23282.0,1.0,0.0,107.0,0.0,0.0,0.0,0.0,1,malicious/20160712_29d9e7ab3ba7c2cbd1835df8e4f054ce.js,train
76.0,80.82894736842105,0.1290900211622985,1.3022952954582452,274.0,6143.0,66.0,0.2440175809864886,64.0,564.0,252.0,614.0,0.6050789516522872,-0.0,40.0,0.0218134461989256,0.0408595148950024,5.212556402909635,3.0,92.0,17.0,0.0,6.0,27.0,78.0,0.0,2.0,4.0,2.0,0.0,7.0,8.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,3.0,1,malicious/20160427_dd62329486b0b214edcf3d930f74f70a.js,train
5802.0,14.275766976904515,0.1062925580721495,0.0120732119573091,11587.0,82828.0,694.0,0.5558265320905974,664.0,934.0,436.0,36.0,0.3129618003573671,0.0117620140034749,172.0,0.024919109479886,0.036050610904525,3.704241906552973,0.0,92.0,1.0,1.0,7.0,5.0,404.0,5788.0,0.0,0.0,5.0,0.0,4.0,1.0,23150.0,1.0,0.0,128.0,0.0,0.0,0.0,0.0,1,malicious/20160712_635665d666c03a0df95a304acb254f2a.js,train
5.0,100000.0,0.05786,0.0,14461.0,500000.0,14461.0,0.347058,1.0,28922.0,86760.0,499975.0,0.50832,-0.0,28920.0,0.086762,0.045576,4.4001320686311045,0.0,67.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14460.0,0.0,0.0,1.0,0.0,0.0,0.0,1,malicious/20160921_4855f7b1e1da9c1c5863fa798f27645a.js,train
24.0,4091.4583333333335,0.0033912113651407,0.0101838179133357,17772.0,98195.0,17.0,0.544365802739447,18.0,35542.0,20.0,96376.0,0.4463771067773308,0.0008755330225718,10.0,0.0058658791180813,0.2635062885075614,3.843093790976441,0.0,87.0,9.0,1.0,0.0,19.0,34.0,40.0,0.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,1,malicious/20160905_25274b358cd77925b06c9783b1b3032f.js,train
11.0,7144.727272727273,0.0009670195439739,0.0127239413680781,93.0,78592.0,7.0,0.4365075325732899,6.0,184.0,8.0,77813.0,0.0023793770358306,0.0857426825355025,2.0,0.5601460708469055,0.0002290309446254,2.958984285948348,0.0,51.0,4.0,1.0,0.0,9.0,2.0,82.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1,malicious/20160829_dc78076a6a50227e611dd66901b817c0.js,train
2.0,82727.5,0.0123598561542413,5.705478831102113,1076.0,165455.0,1138.0,0.3389682995376386,2569.0,3122.0,11942.0,165454.0,0.6261642138345774,0.169151884580818,3449.0,0.0225076304735426,0.0427608715360672,5.380542622235502,848.0,95.0,580.0,5.0,1387.0,96.0,810.0,6.0,450.0,456.0,24.0,180.0,11.0,472.0,98.0,117.0,179.0,35.0,1.0,14.0,6.0,35.0,0,benign/52671667794336.3258703.js,train
96.0,82.27083333333333,0.0482400607748797,0.6330716637123321,63.0,7898.0,54.0,0.2253735122815902,28.0,124.0,124.0,3551.0,0.4501139528994682,0.1175946656588647,34.0,0.2762724740440618,0.0687515826791592,5.070200342296573,0.0,83.0,10.0,1.0,2.0,7.0,110.0,0.0,0.0,0.0,410.0,1.0,3.0,1.0,2.0,12.0,2.0,5.0,1.0,0.0,0.0,0.0,1,malicious/20160329_d9e7b238a6fb9f2b0c92ebeda52b3bd1.js,train
23.0,6724.217391304348,0.0021143562851988,0.0064659213614644,36030.0,154657.0,17.0,0.6997808052658464,16.0,72058.0,20.0,152898.0,0.2947296274982703,0.0004601605898215,10.0,0.0033752109506844,0.1766554375165689,3.3049226302102555,0.0,87.0,9.0,1.0,0.0,23.0,17941.0,40.0,0.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,1,malicious/20160901_afb1dc20ed390b06e0336cfeb62f34fb.js,train
20.0,2576.9,0.002405991695448,0.0194031588342582,102.0,51538.0,15.0,0.3625868291357833,8.0,202.0,20.0,50460.0,0.0066552834801505,0.079490442383934,6.0,0.6283518956886182,0.0007179168768675,3.100130798294174,0.0,69.0,8.0,1.0,0.0,9.0,7.0,91.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1,malicious/20160824_b4262819cca69d582628fdb492205804.js,train
